,epsilon,prob_mask,reward
66,0.2999258216201856,[0.73284954 0.26715046],6.699999999999992
67,0.44592049257016364,[0.62536666 0.37463334],-0.8999999999999986
68,0.20896942519695294,[0.94887301 0.05112699],12.899999999999974
69,0.2831136494549516,[0.92041333 0.07958667],3.8999999999999986
70,0.2605651363977405,[0.60544374 0.39455626],3.8999999999999986
71,0.5635355844881685,[0.69458523 0.30541477],1.5
72,0.3498421639045589,[0.79460548 0.20539452],3.8999999999999986
73,0.22148094658789638,[0.64692951 0.35307049],8.399999999999986
74,0.08626571526354505,[0.96332921 0.03667079],8.399999999999986
75,0.23247523255274627,[0.89637817 0.10362183],15.09999999999997
76,0.3793234278418364,[0.90908531 0.09091469],3.8999999999999986
77,0.4272669589682658,[0.94832267 0.05167733],3.8999999999999986
78,0.15633172669116602,[0.74475309 0.25524691],6.5999999999999925
79,0.020967271560796252,[0.77714882 0.22285118],31.900000000000162
80,0.15982203758602676,[0.7356992 0.2643008],3.8999999999999986
81,0.04816615335540757,[0.69020752 0.30979248],8.499999999999986
82,0.05417991052513231,[0.80036709 0.19963291],31.900000000000162
83,0.05566890660568058,[0.85119616 0.14880384],19.100000000000026
84,0.5753169768654524,[0.65172245 0.34827755],3.8999999999999986
85,0.13515213302983559,[0.92067445 0.07932555],8.399999999999986
86,0.524656831211655,[0.71804127 0.28195873],3.8999999999999986
87,0.19848579410566583,[0.83397133 0.16602867],9.399999999999983
88,0.26592918741094346,[0.97749764 0.02250236],5.999999999999995
89,0.4939585921675162,[0.71389562 0.28610438],1.5
90,0.5337339483386915,[0.86883737 0.13116263],4.299999999999997
91,0.15337415800760226,[0.75908571 0.24091429],8.399999999999986
92,0.4064684642698951,[0.75571949 0.24428051],3.299999999999999
93,0.2471556427772111,[0.91860106 0.08139894],3.8999999999999986
94,0.49384891498464245,[0.91833691 0.08166309],4.799999999999995
95,0.5466036567746244,[0.64584201 0.35415799],-6.299999999999999
96,0.24365776020254115,[0.60160459 0.39839541],3.8999999999999986
97,0.2652082727583624,[0.86271822 0.13728178],8.399999999999986
98,0.27721199829134996,[0.96028877 0.03971123],8.999999999999984
99,0.20741483396535867,[9.99706744e-01 2.93256237e-04],22.600000000000062
100,0.36069511921809,[0.60770785 0.39229215],3.8999999999999986
