,epsilon,prob_mask,reward
0,0.5785634018315684,[0.96912462 0.03087538],8.999999999999984
1,0.5855122693350403,[0.66059189 0.33940811],2.6999999999999993
2,0.17658099633673519,[0.62208173 0.37791827],3.8999999999999986
3,0.04166732229790355,[0.62996026 0.37003974],29.600000000000133
4,0.35682026386590554,[0.62947198 0.37052802],1.5
5,0.5754388771666876,[0.8041751 0.1958249],3.8999999999999986
6,0.24555919906246576,[0.84355177 0.15644823],12.899999999999974
7,0.35707286915954933,[0.84059943 0.15940057],3.8999999999999986
8,0.017000174046322612,[0.94490389 0.05509611],12.899999999999974
9,0.005362348642678282,[0.8653324 0.1346676],68.90000000000022
10,0.030067626646584755,[0.80358689 0.19641311],26.90000000000011
11,0.41989035151518744,[0.74526952 0.25473048],8.999999999999984
12,0.44682210316226273,[0.6348002 0.3651998],3.8999999999999986
13,0.04892480548471676,[0.96595839 0.03404161],12.899999999999974
14,0.5282277999070676,[0.7463513 0.2536487],-3.299999999999998
15,0.02915445387240687,[0.83102499 0.16897501],11.29999999999998
16,0.3873713289774771,[0.99254259 0.00745741],8.899999999999984
17,0.4998812604626226,[0.69163029 0.30836971],3.8999999999999986
18,0.0748309196124121,[0.97124215 0.02875785],22.40000000000006
19,0.571723903663629,[0.64624464 0.35375536],-4.499999999999998
20,0.47371513365679674,[0.73164807 0.26835193],3.8999999999999986
21,0.30931137762096994,[0.97389277 0.02610723],18.500000000000018
22,0.5058260703462916,[0.75883227 0.24116773],3.8999999999999986
23,0.2430337789827532,[0.76251662 0.23748338],3.8999999999999986
24,0.08912600844139952,[0.85634842 0.14365158],3.8999999999999986
25,0.12738116857338203,[0.6473834 0.3526166],15.299999999999972
26,0.5863275645752143,[0.61461901 0.38538099],1.5
27,0.4927291788570116,[0.86667393 0.13332607],3.8999999999999986
28,0.1746320606261184,[0.99696144 0.00303856],36.90000000000022
29,0.40621879294996943,[0.77761183 0.22238817],4.699999999999996
30,0.2931507493834195,[0.79045795 0.20954205],3.8999999999999986
31,0.39082053699216485,[0.90933058 0.09066942],4.1999999999999975
32,0.1473578921959374,[0.91305873 0.08694127],8.399999999999986
33,0.13325559666809952,[0.70593679 0.29406321],3.8999999999999986
34,0.37118496602943896,[0.86504726 0.13495274],13.299999999999972
35,0.20197294125975834,[0.9132468 0.0867532],27.10000000000011
36,0.04060151614314815,[0.64522607 0.35477393],12.899999999999974
37,0.27084617939835187,[0.7703729 0.2296271],3.8999999999999986
38,0.06993707320281461,[0.68299161 0.31700839],12.899999999999974
39,0.2801609217731303,[0.77690864 0.22309136],3.8999999999999986
40,0.2911501267478192,[0.96240315 0.03759685],12.899999999999974
41,0.5009886103296138,[0.76683712 0.23316288],3.8999999999999986
42,0.4714655160490755,[0.75468268 0.24531732],3.8999999999999986
43,0.39909677652627,[0.65740284 0.34259716],3.8999999999999986
44,0.23372422261955925,[0.78367254 0.21632746],3.299999999999999
45,0.5468105448139301,[0.90116471 0.09883529],6.099999999999994
46,0.04113632124076936,[0.8622601 0.1377399],17.90000000000001
47,0.3167916191501866,[0.97583909 0.02416091],25.300000000000086
48,0.25811755246088036,[0.66487572 0.33512428],3.8999999999999986
49,0.5619156127197005,[0.67352338 0.32647662],3.8999999999999986
50,0.4362863813755368,[0.88133517 0.11866483],-1.4999999999999982
51,0.17870386945297087,[0.80510919 0.19489081],3.8999999999999986
52,0.5037590048188958,[0.61160325 0.38839675],-3.299999999999998
53,0.16056834317023286,[0.79495568 0.20504432],10.499999999999982
54,0.22223051644361716,[0.77512678 0.22487322],3.9999999999999982
55,0.10765127565999018,[0.96395462 0.03604538],12.899999999999974
56,0.5361974375770371,[0.6433549 0.3566451],6.099999999999994
57,0.4719840515450661,[0.62996802 0.37003198],3.8999999999999986
58,0.37461582884792194,[0.67997898 0.32002102],3.8999999999999986
59,0.06421920297709278,[0.75440428 0.24559572],22.40000000000006
60,0.05245618331032731,[0.60418404 0.39581596],8.399999999999986
61,0.5041948013930407,[0.77165931 0.22834069],3.8999999999999986
62,0.4455066178908908,[0.66622071 0.33377929],-2.699999999999998
63,0.27491070893290226,[0.62255318 0.37744682],0.9000000000000004
64,0.4397635876792396,[0.98844355 0.01155645],15.399999999999974
65,0.28157652901258495,[0.85073547 0.14926453],6.299999999999994
